p	effect	size
6.014683437391788e-7	0.94	50
0.0012632731147045864	0.94	50
0.006115356314039969	0.94	50
0.005274101108507188	0.94	50
1.0013220697745012e-4	0.94	50
3.2938677693151325e-4	0.94	50
1.7325470840188502e-4	0.94	50
8.672718090432579e-4	0.94	50
0.0014935766405208865	0.94	50
2.7121797523353893e-6	0.94	50
6.325468715203157e-4	0.94	50
1.4839594600794996e-4	0.94	50
0.0022850932922913584	0.94	50
2.4595175035643688e-5	0.94	50
0.02159138421223347	0.94	50
4.749739537977553e-4	0.94	50
1.5427494661888891e-4	0.94	50
0.0027668781051085616	0.94	50
1.87105333089196e-4	0.94	50
1.5295726410743893e-6	0.94	50
0.02159138421223347	0.94	50
2.3516287570018874e-4	0.94	50
0.011122948329368085	0.94	50
3.058121333921782e-4	0.94	50
7.544300064094747e-4	0.94	50
5.971731846781982e-6	0.94	50
1.5295726410743893e-6	0.94	50
0.004143518951004179	0.94	50
1.3390243553870972e-5	0.94	50
0.002359639956916373	0.94	50
0.0030410617618494974	0.94	50
0.12962944555138656	0.94	50
0.004018866770014716	0.94	50
6.325468715203157e-4	0.94	50
2.536040922355659e-4	0.94	50
1.462099521568913e-5	0.94	50
0.0015960803427881862	0.94	50
6.250481223685581e-6	0.94	50
7.812860188243923e-4	0.94	50
6.696927802126581e-5	0.94	50
6.104825384030409e-4	0.94	50
1.6669666127061604e-4	0.94	50
0.0013511480122184304	0.94	50
4.258458023830702e-5	0.94	50
0.0059380202836218175	0.94	50
3.418019254187513e-4	0.94	50
0.18923487984311282	0.94	50
8.090272036217492e-4	0.94	50
6.541656001560359e-6	0.94	50
0.0013971690852433987	0.94	50
2.356352893336222e-5	0.94	50
0.0030410617618494974	0.94	50
3.9597298140106276e-4	0.94	50
7.874397717551398e-5	0.94	50
0.0032373838124751084	0.94	50
5.485121359384539e-4	0.94	50
1.4839594600794996e-4	0.94	50
0.0048209944049291955	0.94	50
0.1476193435755697	0.94	50
0.001762025114992058	0.94	50
0.0013971690852433987	0.94	50
0.011433621340859613	0.94	50
0.0077147599462090224	0.94	50
9.622265584959812e-5	0.94	50
0.013832420721181614	0.94	50
4.258458023830702e-5	0.94	50
0.04070768613514753	0.94	50
5.205078929948162e-6	0.94	50
2.4422024865681754e-4	0.94	50
2.536040922355659e-4	0.94	50
0.006484405807727765	0.94	50
0.02985659055494441	0.94	50
2.0199182019873797e-4	0.94	50
8.672718090432579e-4	0.94	50
0.0015440453038592173	0.94	50
0.014209120174933667	0.94	50
2.838247039132699e-4	0.94	50
0.0010303166768971723	0.94	50
0.0018207723608295414	0.94	50
0.008647307539139774	0.94	50
7.284333446976728e-4	0.94	50
4.5331904864089954e-6	0.94	50
1.5959165644815312e-5	0.94	50
2.15714149891596e-8	0.94	50
1.899377253609589e-5	0.94	50
0.017108864218806658	0.94	50
5.10510057211325e-4	0.94	50
1.1218782791493572e-5	0.94	50
2.2642142982965966e-4	0.94	50
4.258458023830702e-5	0.94	50
2.9462635381632924e-4	0.94	50
0.004967958060845135	0.94	50
0.004403403356953364	0.94	50
2.2642142982965966e-4	0.94	50
0.023297501681940298	0.94	50
2.2642142982965966e-4	0.94	50
4.924431767546023e-4	0.94	50
3.5465379172347933e-4	0.94	50
3.602417780819523e-5	0.94	50
0.006484405807727765	0.94	50
0.0013511480122184304	0.94	50
1.6671267369031456e-5	0.94	50
0.0026806272536639853	0.94	50
0.0010303166768971723	0.94	50
1.899377253609589e-5	0.94	50
0.010819796648606128	0.94	50
7.84143794524039e-6	0.94	50
0.0013065289148691715	0.94	50
0.037944393196078445	0.94	50
9.245755065925966e-5	0.94	50
0.0011807013318617633	0.94	50
6.172674138167167e-5	0.94	50
8.104859833968541e-7	0.94	50
0.0025154539349231462	0.94	50
7.544300064094747e-4	0.94	50
0.04070768613514753	0.94	50
5.10510057211325e-4	0.94	50
3.6795649825015724e-4	0.94	50
0.16015625	0.96	10
0.431640625	0.96	10
0.921875	0.96	10
0.921875	0.96	10
0.064453125	0.96	10
0.625	0.96	10
0.6953125	0.96	10
0.431640625	0.96	10
0.322265625	0.96	10
0.4921875	0.96	10
0.4921875	0.96	10
0.431640625	0.96	10
0.083984375	0.96	10
0.625	0.96	10
0.275390625	0.96	10
0.130859375	0.96	10
0.625	0.96	10
0.556640625	0.96	10
0.048828125	0.96	10
0.322265625	0.96	10
0.431640625	0.96	10
0.130859375	0.96	10
0.064453125	0.96	10
0.16015625	0.96	10
0.232421875	0.96	10
0.322265625	0.96	10
0.130859375	0.96	10
0.431640625	0.96	10
0.921875	0.96	10
0.431640625	0.96	10
0.16015625	0.96	10
0.048828125	0.96	10
0.193359375	0.96	10
0.76953125	0.96	10
0.16015625	0.96	10
0.01953125	0.96	10
0.921875	0.96	10
0.048828125	0.96	10
0.16015625	0.96	10
0.275390625	0.96	10
0.193359375	0.96	10
0.76953125	0.96	10
0.10546875	0.96	10
0.064453125	0.96	10
0.232421875	0.96	10
0.193359375	0.96	10
1	0.96	10
0.322265625	0.96	10
0.001953125	0.96	10
0.4921875	0.96	10
0.375	0.96	10
0.232421875	0.96	10
0.064453125	0.96	10
0.4921875	0.96	10
0.6953125	0.96	10
0.130859375	0.96	10
0.009765625	0.96	10
0.431640625	0.96	10
0.130859375	0.96	10
0.431640625	0.96	10
0.921875	0.96	10
0.375	0.96	10
0.431640625	0.96	10
0.16015625	0.96	10
0.037109375	0.96	10
0.130859375	0.96	10
0.083984375	0.96	10
0.232421875	0.96	10
0.01953125	0.96	10
0.322265625	0.96	10
0.76953125	0.96	10
0.625	0.96	10
0.275390625	0.96	10
0.556640625	0.96	10
0.16015625	0.96	10
0.10546875	0.96	10
0.322265625	0.96	10
0.009765625	0.96	10
0.845703125	0.96	10
0.275390625	0.96	10
0.10546875	0.96	10
0.625	0.96	10
0.375	0.96	10
0.193359375	0.96	10
0.001953125	0.96	10
0.001953125	0.96	10
0.556640625	0.96	10
0.431640625	0.96	10
0.431640625	0.96	10
0.76953125	0.96	10
0.625	0.96	10
0.005859375	0.96	10
0.02734375	0.96	10
0.6953125	0.96	10
1	0.96	10
0.375	0.96	10
0.083984375	0.96	10
0.01953125	0.96	10
0.10546875	0.96	10
0.375	0.96	10
0.845703125	0.96	10
0.193359375	0.96	10
0.4921875	0.96	10
0.845703125	0.96	10
0.232421875	0.96	10
0.275390625	0.96	10
0.921875	0.96	10
0.275390625	0.96	10
0.193359375	0.96	10
0.921875	0.96	10
0.4921875	0.96	10
0.10546875	0.96	10
0.193359375	0.96	10
0.375	0.96	10
0.921875	0.96	10
0.431640625	0.96	10
0.00390625	0.96	10
0.037109375	0.96	10
0.275390625	0.96	10
0.322265625	0.96	10
0.130859375	0.96	10
0.431640625	0.96	10
0.322265625	0.96	10
0.375	0.96	10
1	0.96	10
0.375	0.96	10
0.431640625	0.96	10
0.556640625	0.96	10
0.375	0.96	10
0.845703125	0.96	10
0.193359375	0.96	10
0.556640625	0.96	10
0.02734375	0.96	10
0.001953125	0.96	10
0.4921875	0.96	10
0.845703125	0.96	10
0.064453125	0.96	10
0.845703125	0.96	10
0.193359375	0.96	10
0.4921875	0.96	10
0.625	0.96	10
0.322265625	0.96	10
0.556640625	0.96	10
0.275390625	0.96	10
0.6953125	0.96	10
0.556640625	0.96	10
0.193359375	0.96	10
1	0.96	10
0.845703125	0.96	10
0.01953125	0.96	10
0.76953125	0.96	10
0.4921875	0.96	10
0.16015625	0.96	10
0.048828125	0.96	10
0.013671875	0.96	10
0.16015625	0.96	10
0.009765625	0.96	10
1	0.96	10
0.625	0.96	10
0.232421875	0.96	10
0.009765625	0.96	10
0.10546875	0.96	10
0.083984375	0.96	10
0.048828125	0.96	10
0.064453125	0.96	10
0.02734375	0.96	10
0.232421875	0.96	10
0.6953125	0.96	10
0.232421875	0.96	10
1	0.96	10
0.001953125	0.96	10
0.232421875	0.96	10
0.048828125	0.96	10
0.431640625	0.96	10
0.009765625	0.96	10
0.16015625	0.96	10
0.625	0.96	10
0.4921875	0.96	10
0.10546875	0.96	10
0.193359375	0.96	10
0.10546875	0.96	10
0.275390625	0.96	10
0.76953125	0.96	10
0.083984375	0.96	10
0.232421875	0.96	10
0.083984375	0.96	10
0.275390625	0.96	10
0.556640625	0.96	10
0.322265625	0.96	10
0.6953125	0.96	10
0.16015625	0.96	10
1	0.96	10
1	0.96	10
0.375	0.96	10
0.037109375	0.96	10
0.16015625	0.96	10
0.193359375	0.96	10
0.322265625	0.96	10
0.005859375	0.96	10
0.845703125	0.96	10
0.431640625	0.96	10
0.845703125	0.96	10
0.10546875	0.96	10
0.625	0.96	10
0.76953125	0.96	10
0.6953125	0.96	10
0.4921875	0.96	10
0.193359375	0.96	10
0.083984375	0.96	10
0.322265625	0.96	10
0.193359375	0.96	10
0.10546875	0.96	10
0.232421875	0.96	10
0.556640625	0.96	10
0.431640625	0.96	10
0.375	0.96	10
0.375	0.96	10
0.16015625	0.96	10
0.130859375	0.96	10
0.083984375	0.96	10
0.064453125	0.96	10
0.16015625	0.96	10
0.16015625	0.96	10
0.005859375	0.96	10
0.625	0.96	10
0.76953125	0.96	10
0.6953125	0.96	10
0.6953125	0.96	10
0.76953125	0.96	10
1	0.96	10
0.013671875	0.96	10
0.76953125	0.96	10
0.556640625	0.96	10
0.6953125	0.96	10
0.4921875	0.96	10
0.232421875	0.96	10
0.76953125	0.96	10
1	0.96	10
0.275390625	0.96	10
0.322265625	0.96	10
0.921875	0.96	10
0.083984375	0.96	10
0.16015625	0.96	10
0.6953125	0.96	10
0.375	0.96	10
0.037109375	0.96	10
0.625	0.96	10
0.6953125	0.96	10
0.375	0.96	10
0.001953125	0.96	10
0.375	0.96	10
0.009765625	0.96	10
0.10546875	0.96	10
0.013671875	0.96	10
0.275390625	0.96	10
0.009765625	0.96	10
0.16015625	0.96	10
0.048828125	0.96	10
1	0.96	10
0.130859375	0.96	10
0.275390625	0.96	10
0.625	0.96	10
0.921875	0.96	10
0.009765625	0.96	10
0.556640625	0.96	10
0.4921875	0.96	10
0.845703125	0.96	10
0.232421875	0.96	10
0.009765625	0.96	10
0.130859375	0.96	10
0.01953125	0.96	10
0.375	0.96	10
0.10546875	0.96	10
0.921875	0.96	10
0.00390625	0.96	10
0.013671875	0.96	10
0.4921875	0.96	10
0.193359375	0.96	10
0.193359375	0.96	10
0.00390625	0.96	10
0.16015625	0.96	10
0.16015625	0.96	10
0.375	0.96	10
0.193359375	0.96	10
0.013671875	0.96	10
0.048828125	0.96	10
0.76953125	0.96	10
0.232421875	0.96	10
0.845703125	0.96	10
0.037109375	0.96	10
0.193359375	0.96	10
0.4921875	0.96	10
0.037109375	0.96	10
0.130859375	0.96	10
0.16015625	0.96	10
0.921875	0.96	10
0.10546875	0.96	10
0.845703125	0.96	10
0.013671875	0.96	10
0.4921875	0.96	10
0.193359375	0.96	10
0.625	0.96	10
0.625	0.96	10
1	0.96	10
0.76953125	0.96	10
0.76953125	0.96	10
0.921875	0.96	10
0.845703125	0.96	10
0.921875	0.96	10
0.375	0.96	10
0.064453125	0.96	10
0.064453125	0.96	10
0.02734375	0.96	10
0.375	0.96	10
0.322265625	0.96	10
0.76953125	0.96	10
0.013671875	0.96	10
0.037109375	0.96	10
0.921875	0.96	10
0.064453125	0.96	10
0.921875	0.96	10
0.556640625	0.96	10
1	0.96	10
0.4921875	0.96	10
0.921875	0.96	10
0.625	0.96	10
0.4921875	0.96	10
0.193359375	0.96	10
0.322265625	0.96	10
0.6953125	0.96	10
0.4921875	0.96	10
0.037109375	0.96	10
0.048828125	0.96	10
0.037109375	0.96	10
1	0.96	10
0.6953125	0.96	10
0.10546875	0.96	10
0.845703125	0.96	10
0.4921875	0.96	10
0.130859375	0.96	10
0.193359375	0.96	10
0.921875	0.96	10
0.275390625	0.96	10
1	0.96	10
1	0.96	10
0.556640625	0.96	10
0.01953125	0.96	10
0.064453125	0.96	10
0.16015625	0.96	10
0.375	0.96	10
0.232421875	0.96	10
0.322265625	0.96	10
0.625	0.96	10
0.76953125	0.96	10
0.130859375	0.96	10
0.064453125	0.96	10
0.375	0.96	10
0.16015625	0.96	10
0.76953125	0.96	10
0.009765625	0.96	10
0.16015625	0.96	10
0.375	0.96	10
0.037109375	0.96	10
0.232421875	0.96	10
0.625	0.96	10
0.4921875	0.96	10
0.193359375	0.96	10
0.10546875	0.96	10
0.001953125	0.96	10
0.556640625	0.96	10
0.431640625	0.96	10
0.845703125	0.96	10
0.6953125	0.96	10
0.4921875	0.96	10
0.625	0.96	10
0.431640625	0.96	10
0.4921875	0.96	10
0.064453125	0.96	10
0.048828125	0.96	10
0.6953125	0.96	10
0.10546875	0.96	10
0.130859375	0.96	10
0.76953125	0.96	10
0.130859375	0.96	10
0.193359375	0.96	10
0.4921875	0.96	10
0.6953125	0.96	10
0.193359375	0.96	10
0.009765625	0.96	10
0.6953125	0.96	10
0.048828125	0.96	10
0.232421875	0.96	10
0.10546875	0.96	10
1	0.96	10
0.193359375	0.96	10
1	0.96	10
0.013671875	0.96	10
0.037109375	0.96	10
0.10546875	0.96	10
0.232421875	0.96	10
0.193359375	0.96	10
0.76953125	0.96	10
0.16015625	0.96	10
0.02734375	0.96	10
0.6953125	0.96	10
0.375	0.96	10
0.00390625	0.96	10
0.02734375	0.96	10
0.083984375	0.96	10
0.130859375	0.96	10
0.6953125	0.96	10
0.431640625	0.96	10
0.064453125	0.96	10
0.16015625	0.96	10
0.064453125	0.96	10
0.130859375	0.96	10
0.625	0.96	10
0.232421875	0.96	10
1	0.96	10
1	0.96	10
0.064453125	0.96	10
0.037109375	0.96	10
0.10546875	0.96	10
0.009765625	0.96	10
0.625	0.96	10
0.083984375	0.96	10
0.16015625	0.96	10
0.005859375	0.96	10
0.845703125	0.96	10
0.556640625	0.96	10
0.130859375	0.96	10
0.375	0.96	10
0.005859375	0.96	10
0.845703125	0.96	10
0.00390625	0.96	10
0.322265625	0.96	10
0.02734375	0.96	10
0.064453125	0.96	10
0.275390625	0.96	10
0.01953125	0.96	10
0.10546875	0.96	10
0.4921875	0.96	10
0.76953125	0.96	10
0.083984375	0.96	10
0.16015625	0.96	10
0.845703125	0.96	10
0.431640625	0.96	10
0.431640625	0.96	10
0.02734375	0.96	10
0.76953125	0.96	10
0.375	0.96	10
0.005859375	0.96	10
0.6953125	0.96	10
0.130859375	0.96	10
0.431640625	0.96	10
0.00390625	0.96	10
0.921875	0.96	10
0.556640625	0.96	10
0.232421875	0.96	10
0.232421875	0.96	10
0.130859375	0.96	10
1	0.96	10
0.431640625	0.96	10
0.130859375	0.96	10
0.431640625	0.96	10
0.4921875	0.96	10
0.00390625	0.96	10
0.130859375	0.96	10
0.322265625	0.96	10
0.275390625	0.96	10
0.083984375	0.96	10
0.431640625	0.96	10
0.083984375	0.96	10
0.625	0.96	10
0.083984375	0.96	10
0.00390625	0.96	10
0.083984375	0.96	10
0.76953125	0.96	10
0.083984375	0.96	10
0.009765625	0.96	10
0.193359375	0.96	10
0.76953125	0.96	10
0.4921875	0.96	10
0.083984375	0.96	10
0.064453125	0.96	10
0.130859375	0.96	10
0.10546875	0.96	10
0.4921875	0.96	10
0.845703125	0.96	10
0.083984375	0.96	10
0.01953125	0.96	10
0.048828125	0.96	10
0.064453125	0.96	10
0.00390625	0.96	10
0.16015625	0.96	10
0.10546875	0.96	10
0.921875	0.96	10
0.556640625	0.96	10
0.4921875	0.96	10
0.02734375	0.96	10
0.4921875	0.96	10
0.232421875	0.96	10
0.01953125	0.96	10
0.130859375	0.96	10
0.556640625	0.96	10
0.193359375	0.96	10
1	0.96	10
1	0.96	10
0.4921875	0.96	10
0.431640625	0.96	10
0.130859375	0.96	10
0.625	0.96	10
0.013671875	0.96	10
0.6953125	0.96	10
0.10546875	0.96	10
0.275390625	0.96	10
0.275390625	0.96	10
0.009765625	0.96	10
0.10546875	0.96	10
0.130859375	0.96	10
0.16015625	0.96	10
0.16015625	0.96	10
0.02734375	0.96	10
0.130859375	0.96	10
0.193359375	0.96	10
0.322265625	0.96	10
0.037109375	0.96	10
1	0.96	10
0.845703125	0.96	10
0.431640625	0.96	10
0.083984375	0.96	10
0.275390625	0.96	10
0.921875	0.96	10
0.02734375	0.96	10
0.10546875	0.96	10
0.625	0.96	10
0.431640625	0.96	10
0.10546875	0.96	10
0.322265625	0.96	10
0.921875	0.96	10
0.4921875	0.96	10
0.013671875	0.96	10
0.275390625	0.96	10
0.845703125	0.96	10
0.625	0.96	10
0.01953125	0.96	10
0.322265625	0.96	10
0.625	0.96	10
0.375	0.96	10
0.130859375	0.96	10
0.048828125	0.96	10
0.921875	0.96	10
0.130859375	0.96	10
0.625	0.96	10
0.130859375	0.96	10
0.02734375	0.96	10
1	0.96	10
0.232421875	0.96	10
0.232421875	0.96	10
0.02734375	0.96	10
0.16015625	0.96	10
0.6953125	0.96	10
0.001953125	0.96	10
0.625	0.96	10
0.625	0.96	10
0.76953125	0.96	10
0.232421875	0.96	10
0.556640625	0.96	10
0.001953125	0.96	10
0.10546875	0.96	10
0.037109375	0.96	10
0.10546875	0.96	10
0.431640625	0.96	10
1	0.96	10
0.845703125	0.96	10
0.232421875	0.96	10
0.10546875	0.96	10
0.193359375	0.96	10
0.064453125	0.96	10
0.130859375	0.96	10
0.064453125	0.96	10
0.556640625	0.96	10
0.048828125	0.96	10
0.02734375	0.96	10
0.556640625	0.96	10
0.556640625	0.96	10
1	0.96	10
0.921875	0.96	10
0.845703125	0.96	10
0.009765625	0.96	10
0.064453125	0.96	10
0.625	0.96	10
0.232421875	0.96	10
0.4921875	0.96	10
0.375	0.96	10
0.048828125	0.96	10
0.16015625	0.96	10
0.556640625	0.96	10
0.322265625	0.96	10
0.10546875	0.96	10
0.083984375	0.96	10
0.431640625	0.96	10
0.625	0.96	10
0.4921875	0.96	10
0.556640625	0.96	10
0.009765625	0.96	10
0.048828125	0.96	10
0.193359375	0.96	10
0.013671875	0.96	10
0.322265625	0.96	10
0.625	0.96	10
0.064453125	0.96	10
0.130859375	0.96	10
0.064453125	0.96	10
0.76953125	0.96	10
0.064453125	0.96	10
0.037109375	0.96	10
0.431640625	0.96	10
0.193359375	0.96	10
0.064453125	0.96	10
0.10546875	0.96	10
0.10546875	0.96	10
0.275390625	0.96	10
0.193359375	0.96	10
0.322265625	0.96	10
0.083984375	0.96	10
0.130859375	0.96	10
0.02734375	0.96	10
0.556640625	0.96	10
1	0.96	10
0.083984375	0.96	10
0.431640625	0.96	10
0.10546875	0.96	10
0.013671875	0.96	10
0.275390625	0.96	10
0.845703125	0.96	10
0.6953125	0.96	10
0.4921875	0.96	10
0.431640625	0.96	10
0.375	0.96	10
0.083984375	0.96	10
0.193359375	0.96	10
0.431640625	0.96	10
0.625	0.96	10
1	0.96	10
0.4921875	0.96	10
0.037109375	0.96	10
0.431640625	0.96	10
0.431640625	0.96	10
1	0.96	10
0.083984375	0.96	10
0.322265625	0.96	10
0.275390625	0.96	10
0.10546875	0.96	10
0.625	0.96	10
0.6953125	0.96	10
0.322265625	0.96	10
0.921875	0.96	10
0.16015625	0.96	10
0.02734375	0.96	10
0.037109375	0.96	10
0.275390625	0.96	10
0.845703125	0.96	10
0.193359375	0.96	10
0.232421875	0.96	10
0.431640625	0.96	10
0.232421875	0.96	10
0.083984375	0.96	10
0.375	0.96	10
1	0.96	10
0.625	0.96	10
0.193359375	0.96	10
0.083984375	0.96	10
0.556640625	0.96	10
0.02734375	0.96	10
0.037109375	0.96	10
0.083984375	0.96	10
0.005859375	0.96	10
0.130859375	0.96	10
0.193359375	0.96	10
1	0.96	10
1	0.96	10
0.130859375	0.96	10
0.625	0.96	10
0.845703125	0.96	10
0.01953125	0.96	10
0.048828125	0.96	10
0.275390625	0.96	10
0.193359375	0.96	10
0.4921875	0.96	10
0.232421875	0.96	10
0.625	0.96	10
0.6953125	0.96	10
0.845703125	0.96	10
0.037109375	0.96	10
0.6953125	0.96	10
1	0.96	10
0.16015625	0.96	10
0.130859375	0.96	10
0.005859375	0.96	10
0.232421875	0.96	10
0.556640625	0.96	10
0.556640625	0.96	10
0.322265625	0.96	10
0.01953125	0.96	10
0.375	0.96	10
0.845703125	0.96	10
0.10546875	0.96	10
0.556640625	0.96	10
0.375	0.96	10
1	0.96	10
0.048828125	0.96	10
0.10546875	0.96	10
0.083984375	0.96	10
0.322265625	0.96	10
0.10546875	0.96	10
0.431640625	0.96	10
0.083984375	0.96	10
0.037109375	0.96	10
0.037109375	0.96	10
0.16015625	0.96	10
0.232421875	0.96	10
0.16015625	0.96	10
0.00390625	0.96	10
0.01953125	0.96	10
0.01953125	0.96	10
0.431640625	0.96	10
0.10546875	0.96	10
0.013671875	0.96	10
0.6953125	0.96	10
1	0.96	10
0.76953125	0.96	10
0.431640625	0.96	10
0.00390625	0.96	10
0.322265625	0.96	10
0.064453125	0.96	10
0.431640625	0.96	10
0.130859375	0.96	10
0.048828125	0.96	10
0.10546875	0.96	10
0.625	0.96	10
0.322265625	0.96	10
0.76953125	0.96	10
0.6953125	0.96	10
0.431640625	0.96	10
1	0.96	10
0.064453125	0.96	10
0.16015625	0.96	10
0.064453125	0.96	10
0.037109375	0.96	10
0.10546875	0.96	10
0.431640625	0.96	10
0.064453125	0.96	10
0.921875	0.96	10
0.4921875	0.96	10
0.76953125	0.96	10
0.322265625	0.96	10
0.193359375	0.96	10
0.193359375	0.96	10
0.375	0.96	10
0.193359375	0.96	10
0.232421875	0.96	10
0.921875	0.96	10
0.556640625	0.96	10
0.275390625	0.96	10
1	0.96	10
0.083984375	0.96	10
0.921875	0.96	10
0.375	0.96	10
0.130859375	0.96	10
0.10546875	0.96	10
0.048828125	0.96	10
1	0.96	10
0.083984375	0.96	10
0.921875	0.96	10
0.375	0.96	10
0.375	0.96	10
0.322265625	0.96	10
0.322265625	0.96	10
0.083984375	0.96	10
0.130859375	0.96	10
0.921875	0.96	10
1	0.96	10
0.375	0.96	10
0.4921875	0.96	10
0.625	0.96	10
0.921875	0.96	10
0.322265625	0.96	10
0.921875	0.96	10
0.064453125	0.96	10
0.001953125	0.96	10
0.921875	0.96	10
0.01953125	0.96	10
0.16015625	0.96	10
0.130859375	0.96	10
0.16015625	0.96	10
0.556640625	0.96	10
0.275390625	0.96	10
0.232421875	0.96	10
0.431640625	0.96	10
0.4921875	0.96	10
0.275390625	0.96	10
0.625	0.96	10
0.037109375	0.96	10
0.625	0.96	10
0.232421875	0.96	10
0.4921875	0.96	10
0.01953125	0.96	10
0.921875	0.96	10
0.76953125	0.96	10
0.4921875	0.96	10
0.064453125	0.96	10
0.064453125	0.96	10
0.921875	0.96	10
0.4921875	0.96	10
0.064453125	0.96	10
0.431640625	0.96	10
0.625	0.96	10
0.431640625	0.96	10
0.232421875	0.96	10
0.625	0.96	10
0.064453125	0.96	10
0.064453125	0.96	10
0.375	0.96	10
0.275390625	0.96	10
0.76953125	0.96	10
0.921875	0.96	10
0.02734375	0.96	10
0.10546875	0.96	10
0.431640625	0.96	10
0.009765625	0.96	10
0.4921875	0.96	10
1	0.96	10
0.009765625	0.96	10
0.845703125	0.96	10
0.10546875	0.96	10
0.4921875	0.96	10
0.625	0.96	10
0.322265625	0.96	10
0.232421875	0.96	10
0.02734375	0.96	10
0.037109375	0.96	10
0.16015625	0.96	10
0.048828125	0.96	10
0.193359375	0.96	10
0.625	0.96	10
0.232421875	0.96	10
0.6953125	0.96	10
0.02734375	0.96	10
0.064453125	0.96	10
0.845703125	0.96	10
0.625	0.96	10
0.76953125	0.96	10
0.322265625	0.96	10
0.431640625	0.96	10
0.013671875	0.96	10
0.556640625	0.96	10
0.193359375	0.96	10
0.005859375	0.96	10
0.845703125	0.96	10
0.556640625	0.96	10
0.130859375	0.96	10
0.16015625	0.96	10
0.048828125	0.96	10
0.048828125	0.96	10
0.375	0.96	10
0.431640625	0.96	10
0.013671875	0.96	10
0.4921875	0.96	10
0.431640625	0.96	10
0.232421875	0.96	10
0.921875	0.96	10
0.322265625	0.96	10
0.10546875	0.96	10
0.083984375	0.96	10
0.16015625	0.96	10
0.083984375	0.96	10
0.6953125	0.96	10
0.375	0.96	10
0.921875	0.96	10
0.625	0.96	10
0.16015625	0.96	10
0.130859375	0.96	10
0.556640625	0.96	10
0.375	0.96	10
0.921875	0.96	10
0.76953125	0.96	10
0.4921875	0.96	10
0.322265625	0.96	10
0.10546875	0.96	10
0.083984375	0.96	10
0.10546875	0.96	10
0.232421875	0.96	10
0.4921875	0.96	10
0.013671875	0.96	10
1	0.96	10
0.005859375	0.96	10
0.001953125	0.96	10
0.193359375	0.96	10
0.048828125	0.96	10
0.76953125	0.96	10
0.064453125	0.96	10
1	0.96	10
0.375	0.96	10
0.431640625	0.96	10
0.193359375	0.96	10
0.556640625	0.96	10
0.845703125	0.96	10
0.02734375	0.96	10
0.064453125	0.96	10
0.431640625	0.96	10
0.01953125	0.96	10
0.4921875	0.96	10
0.064453125	0.96	10
0.02734375	0.96	10
0.037109375	0.96	10
0.76953125	0.96	10
0.10546875	0.96	10
0.013671875	0.96	10
0.01953125	0.96	10
0.556640625	0.96	10
0.005859375	0.96	10
0.845703125	0.96	10
0.375	0.96	10
0.6953125	0.96	10
0.193359375	0.96	10
0.16015625	0.96	10
0.6953125	0.96	10
0.193359375	0.96	10
0.845703125	0.96	10
0.037109375	0.96	10
0.001953125	0.96	10
0.275390625	0.96	10
0.845703125	0.96	10
0.037109375	0.96	10
0.431640625	0.96	10
0.037109375	0.96	10
0.556640625	0.96	10
0.01953125	0.96	10
0.6953125	0.96	10
0.4921875	0.96	10
0.193359375	0.96	10
0.375	0.96	10
0.625	0.96	10
0.16015625	0.96	10
0.625	0.96	10
0.037109375	0.96	10
0.064453125	0.96	10
0.431640625	0.96	10
0.10546875	0.96	10
0.76953125	0.96	10
0.232421875	0.96	10
0.083984375	0.96	10
0.048828125	0.96	10
0.921875	0.96	10
0.083984375	0.96	10
0.232421875	0.96	10
0.275390625	0.96	10
0.083984375	0.96	10
0.76953125	0.96	10
0.4921875	0.96	10
0.048828125	0.96	10
0.431640625	0.96	10
0.556640625	0.96	10
0.001953125	0.96	10
1	0.96	10
0.232421875	0.96	10
0.556640625	0.96	10
0.625	0.96	10
0.232421875	0.96	10
0.10546875	0.96	10
0.10546875	0.96	10
0.064453125	0.96	10
0.322265625	0.96	10
0.10546875	0.96	10
0.013671875	0.96	10
0.02734375	0.96	10
0.76953125	0.96	10
0.009765625	0.96	10
0.845703125	0.96	10
0.275390625	0.96	10
0.921875	0.96	10
0.048828125	0.96	10
0.130859375	0.96	10
0.193359375	0.96	10
1	0.96	10
0.10546875	0.96	10
0.275390625	0.96	10
0.275390625	0.96	10
0.232421875	0.96	10
0.625	0.96	10
0.048828125	0.96	10
0.130859375	0.96	10
1	0.96	10
0.232421875	0.96	10
0.048828125	0.96	10
0.4921875	0.96	10
0.193359375	0.96	10
0.845703125	0.96	10
0.16015625	0.96	10
0.921875	0.96	10
0.4921875	0.96	10
0.193359375	0.96	10
0.10546875	0.96	10
0.375	0.96	10
0.322265625	0.96	10
0.625	0.96	10
0.556640625	0.96	10
0.322265625	0.96	10
0.556640625	0.96	10
0.037109375	0.96	10
0.16015625	0.96	10
0.048828125	0.96	10
0.193359375	0.96	10
0.921875	0.96	10
0.16015625	0.96	10
0.275390625	0.96	10
0.013671875	0.96	10
0.6953125	0.96	10
0.01953125	0.96	10
0.375	0.96	10
0.625	0.96	10
0.037109375	0.96	10
0.005859375	0.96	10
0.76953125	0.96	10
0.16015625	0.96	10
0.064453125	0.96	10
0.556640625	0.96	10
1	0.96	10
0.10546875	0.96	10
0.76953125	0.96	10
0.083984375	0.96	10
0.625	0.96	10
0.322265625	0.96	10
0.064453125	0.96	10
0.76953125	0.96	10
0.232421875	0.96	10
1	0.96	10
0.10546875	0.96	10
